"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"11","Long term use of PPI antacid drugs like Nexium, Prilosec, Prevacid, Protonix and others has been linked to up to 3x… https://t.co/glxjIZvuCG",FALSE,0,NA,2019-03-04 20:25:07,TRUE,NA,"1102666303259754497",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Safetywatchorg",0,FALSE,FALSE,NA,NA
"12","RT @SENefrologia: Se acerca el #DíaMundialDelRiñón, campaña de concienciación mundial sobre la importancia de la salud renal para todos ➡️h…",FALSE,0,NA,2019-03-04 20:21:07,FALSE,NA,"1102665293917290497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sergic_3",15,TRUE,FALSE,NA,NA
"13","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 20:21:03,FALSE,NA,"1102665280113778688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kasha_madupe",271,TRUE,FALSE,NA,NA
"14","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 20:14:23,FALSE,NA,"1102663602107023360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LatifatDamilola",271,TRUE,FALSE,NA,NA
"15","A former cane worker, sick with Chronic Kidney Disease, sits with her monthly sugar mill food ration Chichigalpa, N… https://t.co/9UhdvrtnPn",FALSE,2,NA,2019-03-04 19:51:58,TRUE,NA,"1102657958507397120",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","edkashi",0,FALSE,FALSE,NA,NA
"16","Correction to Clinical epidemiology of infectious disease among patients with chronic kidney disease.: The article… https://t.co/2E7xprIeD1",FALSE,0,NA,2019-03-04 19:39:06,TRUE,NA,"1102654719976067073",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Stroke_Bio",0,FALSE,FALSE,NA,NA
"17","RT @medlineplus: RT @womenshealth: Salt can add flavor, but too much of it can hurt your kidneys. Here’s how to keep your food flavorful an…",FALSE,0,NA,2019-03-04 19:32:14,FALSE,NA,"1102652991448920064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nutritionahlea",7,TRUE,FALSE,NA,NA
"18","RT @HealthDouglasCo: Smoking is a risk factor for and can even worsen chronic kidney disease. Want to quit tobacco? The Nebraska Tobacco Qu…",FALSE,0,NA,2019-03-04 19:30:40,FALSE,NA,"1102652597008240640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kkernen60",1,TRUE,FALSE,NA,NA
"19","RT @medlineplus: RT @womenshealth: Salt can add flavor, but too much of it can hurt your kidneys. Here’s how to keep your food flavorful an…",FALSE,0,NA,2019-03-04 18:51:03,FALSE,NA,"1102642629639004160",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","SupplyChainSN",7,TRUE,FALSE,NA,NA
"20","RT @medlineplus: RT @womenshealth: Salt can add flavor, but too much of it can hurt your kidneys. Here’s how to keep your food flavorful an…",FALSE,0,NA,2019-03-04 18:49:19,FALSE,NA,"1102642191711850498",NA,"<a href=""https://thedailypurple.com"" rel=""nofollow"">Healthcare Aggregate</a>","HealthcareAgg",7,TRUE,FALSE,NA,NA
"21","RT @medlineplus: RT @womenshealth: Salt can add flavor, but too much of it can hurt your kidneys. Here’s how to keep your food flavorful an…",FALSE,0,NA,2019-03-04 18:49:10,FALSE,NA,"1102642153560387584",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HealthCareGov",7,TRUE,FALSE,NA,NA
"22","RT @NKFMDDE: Thank you HHS Secretary @AlexAzar for your support, dedication and commitment to moving the needle for change and improvement…",FALSE,0,NA,2019-03-04 18:48:29,FALSE,NA,"1102641982361489409",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NKFCLINICALS",1,TRUE,FALSE,NA,NA
"23","Thank you HHS Secretary @AlexAzar for your support, dedication and commitment to moving the needle for change and i… https://t.co/ySwcCQKyE8",FALSE,3,NA,2019-03-04 18:46:57,TRUE,NA,"1102641598641422336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NKFMDDE",1,FALSE,FALSE,NA,NA
"24","The disturbing hypothesis for the sudden uptick in chronic kidney disease https://t.co/QbxT0aOUZZ via @voxdotcom",FALSE,0,NA,2019-03-04 18:45:52,FALSE,NA,"1102641323411234816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","samuel_c_cohen",0,FALSE,FALSE,NA,NA
"25","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 18:44:04,FALSE,NA,"1102640873349808128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mrneesa",271,TRUE,FALSE,NA,NA
"26","@Chris__Hingston Chronic kidney disease and its dropped from around 98g/old in 4 wks",FALSE,0,"Chris__Hingston",2019-03-04 18:43:49,FALSE,"1102640372931588098","1102640808006770693","1325589402","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SarahDavies1604",0,FALSE,FALSE,NA,NA
"27","RT @Vkookra: My dad was diagnosed with stage 4 chronic kidney disease &amp; paru paru berair (pneumonia) this morning. I need your help to send…",FALSE,0,NA,2019-03-04 18:43:08,FALSE,NA,"1102640637474562048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ctz98fm",30,TRUE,FALSE,NA,NA
"28","https://t.co/bCYgchMBOw offer 24/7 News and Information for Chronic Kidney Disease, Dialysis, Kidney Transplant pat… https://t.co/clVnz6THMX",FALSE,0,NA,2019-03-04 18:39:11,TRUE,NA,"1102639642443079680",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","KidneyBuzz",0,FALSE,FALSE,NA,NA
"29","RT @medlineplus: RT @womenshealth: Salt can add flavor, but too much of it can hurt your kidneys. Here’s how to keep your food flavorful an…",FALSE,0,NA,2019-03-04 18:34:52,FALSE,NA,"1102638556378468354",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","OLFBPtweet",7,TRUE,FALSE,NA,NA
"30","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 18:34:01,FALSE,NA,"1102638341386878976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","salafun",271,TRUE,FALSE,NA,NA
"31","RT @SepsisAlliance: Did you know that 10% of the world's population is affected with chronic kidney disease? Have you or a loved one been a…",FALSE,0,NA,2019-03-04 18:31:46,FALSE,NA,"1102637776401510400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PeopleDevNHS",2,TRUE,FALSE,NA,NA
"32","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 18:30:14,FALSE,NA,"1102637392140353538",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maryaamah_",271,TRUE,FALSE,NA,NA
"33","Not feeling too sexy…? You are not alone. Read more &gt;&gt;&gt; https://t.co/Lepc9a4r1n https://t.co/Lepc9a4r1n",FALSE,1,NA,2019-03-04 18:30:06,FALSE,NA,"1102637357772095488",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","KidneyBuzz",0,FALSE,FALSE,NA,NA
"34","6 Myths About Dialysis That Chronic Kidney Disease Patients May Believe Are Facts: https://t.co/OxKoLudxEs https://t.co/FQpturPeNE",FALSE,0,NA,2019-03-04 18:25:15,FALSE,NA,"1102636134448824320",NA,"<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>","AuthorJayABlum",0,FALSE,FALSE,NA,NA
"35","RT @voxdotcom: Chronic kidney disease is on the rise. These researchers think climate change is a factor. https://t.co/vXIX2nUjOZ",FALSE,0,NA,2019-03-04 18:20:32,FALSE,NA,"1102634948413014016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kblinz",36,TRUE,FALSE,NA,NA
"36","RT @SENefrologia: Se acerca el #DíaMundialDelRiñón, campaña de concienciación mundial sobre la importancia de la salud renal para todos ➡️h…",FALSE,0,NA,2019-03-04 18:18:45,FALSE,NA,"1102634499244998656",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EmiliSanAlv",15,TRUE,FALSE,NA,NA
"37","RT @ERAEDTA: @NDTsocial Article of the week: Personalized medicine in chronic kidney disease by detection of monogenic mutations 
Freely av…",FALSE,0,NA,2019-03-04 18:14:22,FALSE,NA,"1102633395882991616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","monicafontana13",2,TRUE,FALSE,NA,NA
"38","RT @SepsisAlliance: Did you know that 10% of the world's population is affected with chronic kidney disease? Have you or a loved one been a…",FALSE,0,NA,2019-03-04 18:05:10,FALSE,NA,"1102631083932307456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CPF_DCHS",2,TRUE,FALSE,NA,NA
"39","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 18:03:40,FALSE,NA,"1102630705350230018",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bukzyy",271,TRUE,FALSE,NA,NA
"40","RT @medlineplus: RT @womenshealth: Salt can add flavor, but too much of it can hurt your kidneys. Here’s how to keep your food flavorful an…",FALSE,0,NA,2019-03-04 18:03:36,FALSE,NA,"1102630687746740224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rhscsmtms",7,TRUE,FALSE,NA,NA
"41","Kidney Care Partners Releases New Data Analysis Showing Improvements in Dialysis Care Are Outpacing Other Serious C… https://t.co/N0ETVMXElW",FALSE,0,NA,2019-03-04 18:02:11,TRUE,NA,"1102630332950634496",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","RazzleTazzleMag",0,FALSE,FALSE,NA,NA
"42","Methyl Donor Nutrients in Chronic Kidney Disease: Impact on the Epigenetic Landscape: ABSTRACTEpigenetic alteration… https://t.co/Snw5jGt5CD",FALSE,0,NA,2019-03-04 18:01:04,TRUE,NA,"1102630050027864065",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Fitness1nutri",0,FALSE,FALSE,NA,NA
"43","RT @womenshealth: Salt can add flavor, but too much of it can hurt your kidneys. Here’s how to keep your food flavo… https://t.co/FAvrQdmurA",FALSE,7,NA,2019-03-04 18:00:24,TRUE,NA,"1102629883426078720",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","medlineplus",7,FALSE,FALSE,NA,NA
"44","RT @Vkookra: My dad was diagnosed with stage 4 chronic kidney disease &amp; paru paru berair (pneumonia) this morning. I need your help to send…",FALSE,0,NA,2019-03-04 17:54:12,FALSE,NA,"1102628323472039936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","holyseokhobi",30,TRUE,FALSE,NA,NA
"45","""I refuse to let gout control my life. I want others to have that same freedom."" https://t.co/LExxR3E9FP",FALSE,0,NA,2019-03-04 17:54:01,FALSE,NA,"1102628277301190657",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","GoutAlliance",0,FALSE,FALSE,NA,NA
"46","RT @SENefrologia: Se acerca el #DíaMundialDelRiñón, campaña de concienciación mundial sobre la importancia de la salud renal para todos ➡️h…",FALSE,0,NA,2019-03-04 17:51:30,FALSE,NA,"1102627641822187520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","veesque",15,TRUE,FALSE,NA,NA
"47","RT @Neoavatara: This is incredibly stupid. The PRIMARY reason why renal disease is 'increasing' in India and Asia...is better detection.  h…",FALSE,0,NA,2019-03-04 17:47:59,FALSE,NA,"1102626758162087951",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NeutralMate",5,TRUE,FALSE,NA,NA
"48","Study Identifies 35 kidney genes linked to chronic kidney disease. #disease #chronic https://t.co/r0xuZ52gFx",FALSE,0,NA,2019-03-04 17:45:16,FALSE,NA,"1102626073743904769",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ThailandMedica1",0,FALSE,FALSE,NA,NA
"49","RT @Vkookra: My dad was diagnosed with stage 4 chronic kidney disease &amp; paru paru berair (pneumonia) this morning. I need your help to send…",FALSE,0,NA,2019-03-04 17:43:41,FALSE,NA,"1102625676044132352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jimnshii",30,TRUE,FALSE,NA,NA
"50","@KenGardner11 I’ll have to show this to my kidney Doctor when I see him Thursday. He’ll get a chuckle. The only rea… https://t.co/L8ADBuuMHX",FALSE,1,"KenGardner11",2019-03-04 17:40:32,TRUE,"1102612331081711616","1102624882272153601","4305051193","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Timbosox1",0,FALSE,FALSE,NA,NA
"51","Did you know that 10% of the world's population is affected with chronic kidney disease? Have you or a loved one be… https://t.co/LSaZw6D42f",FALSE,5,NA,2019-03-04 17:40:08,TRUE,NA,"1102624782435209217",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SepsisAlliance",2,FALSE,FALSE,NA,NA
"52","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 17:39:38,FALSE,NA,"1102624656543154176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SundayEyen",271,TRUE,FALSE,NA,NA
"53","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 17:37:33,FALSE,NA,"1102624131416236035",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Oladayo_",271,TRUE,FALSE,NA,NA
"54","RT @SENefrologia: Se acerca el #DíaMundialDelRiñón, campaña de concienciación mundial sobre la importancia de la salud renal para todos ➡️h…",FALSE,0,NA,2019-03-04 17:34:39,FALSE,NA,"1102623402593079296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","airg_e",15,TRUE,FALSE,NA,NA
"55","RT @SENefrologia: Se acerca el #DíaMundialDelRiñón, campaña de concienciación mundial sobre la importancia de la salud renal para todos ➡️h…",FALSE,0,NA,2019-03-04 17:33:11,FALSE,NA,"1102623032118575104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlcerOurense",15,TRUE,FALSE,NA,NA
"56","@neontaster Your assessment is correct, however the reason chronic kidney disease “is in the rise” is because those… https://t.co/tu8XsyXmri",FALSE,1,"neontaster",2019-03-04 17:30:35,TRUE,"1102614560224231431","1102622379539345410","19217369","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fran_mac75",0,FALSE,FALSE,NA,NA
"57","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 17:26:49,FALSE,NA,"1102621430569684993",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kiki_Oro",271,TRUE,FALSE,NA,NA
"58","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 17:26:20,FALSE,NA,"1102621310331617283",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bukunmiogundeji",271,TRUE,FALSE,NA,NA
"59","RT @SENefrologia: Se acerca el #DíaMundialDelRiñón, campaña de concienciación mundial sobre la importancia de la salud renal para todos ➡️h…",FALSE,0,NA,2019-03-04 17:25:15,FALSE,NA,"1102621035927621632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Menchu15094022",15,TRUE,FALSE,NA,NA
"60","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 17:15:47,FALSE,NA,"1102618653755957249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KushAlabi",271,TRUE,FALSE,NA,NA
"61","RT @Vkookra: My dad was diagnosed with stage 4 chronic kidney disease &amp; paru paru berair (pneumonia) this morning. I need your help to send…",FALSE,0,NA,2019-03-04 17:15:43,FALSE,NA,"1102618635900616704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Masliza_Razak",30,TRUE,FALSE,NA,NA
"62","RT @Vkookra: My dad was diagnosed with stage 4 chronic kidney disease &amp; paru paru berair (pneumonia) this morning. I need your help to send…",FALSE,0,NA,2019-03-04 17:11:43,FALSE,NA,"1102617631268323328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","potatoforchim",30,TRUE,FALSE,NA,NA
"63","RT @Vkookra: My dad was diagnosed with stage 4 chronic kidney disease &amp; paru paru berair (pneumonia) this morning. I need your help to send…",FALSE,0,NA,2019-03-04 17:10:53,FALSE,NA,"1102617419103711234",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alsx_rm",30,TRUE,FALSE,NA,NA
"64","New Roche Study: Predicting Diabetes-Related Chronic Kidney Disease with Real-World Data - THINK Blog… https://t.co/3ni2z8DEye",FALSE,0,NA,2019-03-04 17:10:47,TRUE,NA,"1102617396303532032",NA,"<a href=""http://www.everyonesocial.com"" rel=""nofollow"">EveryoneSocial</a>","Marjourie_W",0,FALSE,FALSE,NA,NA
"65","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 17:10:36,FALSE,NA,"1102617351583875072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rooticalize",271,TRUE,FALSE,NA,NA
"66","RT @Vkookra: My dad was diagnosed with stage 4 chronic kidney disease &amp; paru paru berair (pneumonia) this morning. I need your help to send…",FALSE,0,NA,2019-03-04 17:06:17,FALSE,NA,"1102616264206278656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oxyjeonn",30,TRUE,FALSE,NA,NA
"67","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 17:04:52,FALSE,NA,"1102615908932034560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A_steps4real",271,TRUE,FALSE,NA,NA
"68","Risk factors for a high-risk pregnancy include health conditions such as high blood pressure, lung, kidney, or hear… https://t.co/A2eh3lpiiD",FALSE,0,NA,2019-03-04 17:03:04,TRUE,NA,"1102615455628353537",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","GrandOBGYN",0,FALSE,FALSE,NA,NA
"69","RT @Vkookra: My dad was diagnosed with stage 4 chronic kidney disease &amp; paru paru berair (pneumonia) this morning. I need your help to send…",FALSE,0,NA,2019-03-04 17:03:02,FALSE,NA,"1102615445536833536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","snryanaa",30,TRUE,FALSE,NA,NA
"70","@voxdotcom My research shows that the rise in chronic kidney disease is directly attributable to the rise in sites like vox.",FALSE,1,"voxdotcom",2019-03-04 17:02:39,FALSE,"1102512765120507906","1102615350464729088","2347049341","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JD1367a",0,FALSE,FALSE,NA,NA
"71","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 17:01:41,FALSE,NA,"1102615106297495558",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shelboO",271,TRUE,FALSE,NA,NA
"72","RT @ERAEDTA: @NDTsocial Article of the week: Personalized medicine in chronic kidney disease by detection of monogenic mutations 
Freely av…",FALSE,0,NA,2019-03-04 16:59:11,FALSE,NA,"1102614477952950273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnnetteBruchfe1",2,TRUE,FALSE,NA,NA
"73","RT @Vkookra: My dad was diagnosed with stage 4 chronic kidney disease &amp; paru paru berair (pneumonia) this morning. I need your help to send…",FALSE,0,NA,2019-03-04 16:55:29,FALSE,NA,"1102613547530375168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lyliasya",30,TRUE,FALSE,NA,NA
"74","While peritoneal dialysis has its advantages, there are many factors to  consider when choosing this form of dialys… https://t.co/X0nkZ3GOAD",FALSE,0,NA,2019-03-04 16:53:09,TRUE,NA,"1102612959216525312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Nephronline",0,FALSE,FALSE,NA,NA
"75","RT @voxdotcom: Chronic kidney disease is on the rise. These researchers think climate change is a factor. https://t.co/vXIX2nUjOZ",FALSE,0,NA,2019-03-04 16:52:08,FALSE,NA,"1102612703359594496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jtabuzo",36,TRUE,FALSE,NA,NA
"76","Chronic kidney disease is a serious condition, affecting more than 30 million adults in the United States, yet peop… https://t.co/hlHVaaepCQ",FALSE,0,NA,2019-03-04 16:41:57,TRUE,NA,"1102610138333106178",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","KidneySchool",0,FALSE,FALSE,NA,NA
"77","Chronic kidney disease is a serious condition, affecting more than 30 million adults in the United States, yet peop… https://t.co/UOKj3Efbxj",FALSE,0,NA,2019-03-04 16:41:38,TRUE,NA,"1102610060021284865",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","DialysisAtHome",0,FALSE,FALSE,NA,NA
"78","Chronic kidney disease is a serious condition, affecting more than 30 million adults in the United States, yet peop… https://t.co/ytLwAjugRB",FALSE,0,NA,2019-03-04 16:40:54,TRUE,NA,"1102609875375398914",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","MedEdInst",0,FALSE,FALSE,NA,NA
"79","COPD is known to cause many additional diseases, one that was recently discovered was the link to chronic kidney di… https://t.co/ggnOmwqIMC",FALSE,0,NA,2019-03-04 16:35:21,TRUE,NA,"1102608480551297024",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","1stclassmed",0,FALSE,FALSE,NA,NA
"80","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 16:32:11,FALSE,NA,"1102607682110963712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ilesanmi_mayowa",271,TRUE,FALSE,NA,NA
"81","RT @Haywhy_Jah: If you are reading this, You may not have money to contribute, but retweeting this will make it get to the right people tha…",FALSE,0,NA,2019-03-04 16:30:26,FALSE,NA,"1102607242363355136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jhemilu",271,TRUE,FALSE,NA,NA
